n,sample_index,max_fidelity,ttime,cpu_time,generations
16,0,0.9509375822183012,64.00000000,13.90027833,10
16,1,0.9538572338549395,64.00000000,7.99377990,9
16,2,0.9509639587829776,65.00000000,7.94985271,9
16,3,0.960086600430631,65.00000000,8.00571823,9
16,4,0.9588877602246367,67.00000000,8.05999017,9
16,5,0.9526481709918128,67.00000000,8.01819825,9
16,6,0.9511037918085791,65.00000000,8.95323443,10
16,7,0.9589083168241641,64.00000000,8.05244112,9
16,8,0.95266888091587,64.00000000,7.21256208,8
16,9,0.9590683263790079,64.00000000,7.21837926,8
16,10,0.9541671608372806,64.00000000,8.06489086,9
16,11,0.9621785048915078,64.00000000,8.91529274,10
16,12,0.9651042638677063,65.00000000,8.01630831,9
16,13,0.9616703987909724,65.00000000,8.03620243,9
16,14,0.9528898194925558,66.00000000,9.01052475,10
16,15,0.9614135508227506,66.00000000,8.07039213,9
16,16,0.9539629480061774,64.00000000,6.28513837,7
16,17,0.9531661376900166,64.00000000,7.12681317,8
16,18,0.9576335344762235,65.00000000,8.11876416,9
16,19,0.9555067812288188,65.00000000,7.17015481,8
16,20,0.9536669790296685,65.00000000,7.15126085,8
16,21,0.9520845070022002,66.00000000,7.52262855,8
16,22,0.9534637466924917,64.00000000,7.15751648,8
16,23,0.9501644998681239,64.00000000,7.16194320,8
16,24,0.9574682388873298,65.00000000,8.02872801,9
16,25,0.959789139834549,65.00000000,7.13910294,8
16,26,0.9512790529791295,65.00000000,6.27806354,7
16,27,0.9635521069147095,64.00000000,8.03569508,9
16,28,0.9557188580892976,65.00000000,7.13549924,8
16,29,0.9588920715385394,64.00000000,8.92877364,10
17,0,0.953502005130891,69.00000000,8.27879262,9
17,1,0.9511208615164959,69.00000000,9.10820556,10
17,2,0.9572118606723417,68.00000000,8.60276127,9
17,3,0.9562994787599525,70.00000000,8.68614316,9
17,4,0.955189623530123,69.00000000,8.76158547,9
17,5,0.9538885973901046,69.00000000,8.42764616,9
17,6,0.9531749675949454,68.00000000,8.48790765,9
17,7,0.9510347921417234,68.00000000,7.48266172,8
17,8,0.9500000767914183,68.00000000,8.42577243,9
17,9,0.9518263293682409,69.00000000,8.41105604,9
17,10,0.9509693299861468,69.00000000,7.45612907,8
17,11,0.952717369449444,73.00000000,9.32538176,10
17,12,0.9658709639438869,68.00000000,8.37628603,9
17,13,0.9551255097902132,69.00000000,9.36134624,10
17,14,0.9565658536603987,69.00000000,9.38781404,10
17,15,0.952283216477729,69.00000000,8.43959141,9
17,16,0.9535301506958804,68.00000000,9.37985754,10
17,17,0.9593999828311229,70.00000000,8.47604513,9
17,18,0.9531614839994196,71.00000000,9.36414862,10
17,19,0.9640458760168742,69.00000000,8.38953996,9
17,20,0.9549408319096576,68.00000000,8.40138745,9
17,21,0.9519281174397352,69.00000000,6.53290725,7
17,22,0.9502119773606807,69.00000000,8.35102773,9
17,23,0.9511545388914833,69.00000000,8.40620255,9
17,24,0.9547399436759536,68.00000000,7.54670787,8
17,25,0.9653692097131883,72.00000000,9.33738589,10
17,26,0.9579231928372656,69.00000000,10.20276809,11
17,27,0.9584725920947951,69.00000000,8.34201121,9
17,28,0.9539072110919992,67.00000000,9.28825259,10
17,29,0.9614152803538369,68.00000000,8.30020547,9
18,0,0.9526111755737323,72.00000000,9.47121882,10
18,1,0.9519295554340648,71.00000000,8.59640193,9
18,2,0.9525728116138673,74.00000000,8.67935562,9
18,3,0.9502252553567175,72.00000000,9.58097601,10
18,4,0.9521659352165615,72.00000000,7.64179373,8
18,5,0.9569026126734614,72.00000000,8.63307333,9
18,6,0.9506240594861317,74.00000000,9.56136537,10
18,7,0.951683256312262,72.00000000,9.57149601,10
18,8,0.9596763563548808,72.00000000,9.59836698,10
18,9,0.952621204134331,72.00000000,8.63100910,9
18,10,0.9508934813232259,72.00000000,8.60455942,9
18,11,0.9534647873867597,73.00000000,8.59076858,9
18,12,0.9518050868342757,72.00000000,9.59303522,10
18,13,0.9533920450895728,77.00000000,9.61147237,10
18,14,0.9554673438706952,71.00000000,8.61909389,9
18,15,0.9524704341005535,72.00000000,8.62567925,9
18,16,0.9649611412271025,80.00000000,10.60900760,11
18,17,0.952808375338006,72.00000000,8.61982679,9
18,18,0.9515090476997399,73.00000000,10.50435257,11
18,19,0.9625673897281471,72.00000000,8.63340259,9
18,20,0.9623832237082257,73.00000000,9.56595016,10
18,21,0.9525425381873401,73.00000000,9.64939761,10
18,22,0.9525248465187643,72.00000000,7.63376045,8
18,23,0.955553707458074,72.00000000,10.58455515,11
18,24,0.9553887865187882,72.00000000,8.62103009,9
18,25,0.9527735165218548,71.00000000,9.61458898,10
18,26,0.9628903248407167,72.00000000,9.58023429,10
18,27,0.9550089498184076,72.00000000,8.59884906,9
18,28,0.9542058752668114,72.00000000,9.58650422,10
18,29,0.951402959430749,73.00000000,8.67855000,9
19,0,0.9513630829722456,76.00000000,9.16382217,9
19,1,0.9545529070070037,77.00000000,9.92290497,10
19,2,0.9518002872835476,76.00000000,7.85436392,8
19,3,0.9549028900702836,76.00000000,10.90699387,11
19,4,0.9536450939655466,77.00000000,10.77566504,11
19,5,0.9537657717594669,75.00000000,9.87288952,10
19,6,0.9585560377605035,77.00000000,8.89408016,9
19,7,0.9594539453755194,76.00000000,9.90537524,10
19,8,0.9502898784599696,77.00000000,8.93351960,9
19,9,0.9504548467880163,76.00000000,8.89906621,9
19,10,0.9534081312679944,76.00000000,9.90160465,10
19,11,0.9511667057394273,76.00000000,10.85719347,11
19,12,0.9574763692063061,75.00000000,9.90142655,10
19,13,0.950691066774697,77.00000000,9.94960046,10
19,14,0.9549386382074655,76.00000000,10.18090296,10
19,15,0.9505748227978441,76.00000000,9.89810514,10
