episode Qvalue max_fidelity time_max_fidelity final_fidelity time_final_fidelity epsilon
0 0.04851233 0.0015267707309555075 60 0.0004232518976054112 65 0
1 0.06305601 0.00221572781352786 59 0.00024085244271487038 65 0
2 0.01741956 0.0026069152789821803 64 0.0026069152789821803 65 0
3 0.81773149 0.034977037827549816 61 0.025541540381132426 65 0
4 0.05000840 0.0013488996921028422 51 0.0007919162994387252 65 0
5 0.02461028 0.001470021110339908 64 0.001470021110339908 65 0
6 0.29341360 0.00783165598884824 56 0.0040285710781524245 65 0
7 0.16103643 0.003506706908999167 54 9.484657098518439e-05 65 0.00030000000000000003
8 0.05034624 0.001980518540896285 62 0.001542903121817505 65 0.0016000000000000005
9 0.25045818 0.006970107789216429 50 0.0023602314264520065 65 0.002899999999999999
10 0.41525153 0.014381007743446849 63 0.012394758134989668 65 0.004199999999999998
11 0.24759275 0.01763415375753332 62 0.011501847427429504 65 0.005500000000000001
12 0.42920408 0.01452082241161309 63 0.014401302302126662 65 0.006800000000000005
13 0.06098119 0.0018824989917617767 59 0.00034025403280235714 65 0.008100000000000007
14 3.37523487 0.2030109314102196 64 0.2030109314102196 65 0.009399999999999999
15 0.17523670 0.009356879392644476 64 0.009356879392644476 65 0.01069999999999999
16 0.34126562 0.022027310120234598 64 0.022027310120234598 65 0.011999999999999983
17 0.06240614 0.0032646798871521564 64 0.0032646798871521564 65 0.013299999999999975
18 0.05450867 0.002300467392593585 57 0.0010603183380785578 65 0.014599999999999967
19 0.16001699 0.0038441520360050696 56 0.002274945789233729 65 0.01589999999999996
20 0.38871288 0.012250689080112318 61 0.003013336639457556 65 0.01719999999999995
21 0.48415186 0.016749529506553888 62 0.015027733970517392 65 0.018499999999999944
22 1.13362689 0.049883278409979255 60 0.0409978756318251 65 0.019799999999999936
23 0.45246491 0.02859514903497082 64 0.02859514903497082 65 0.021099999999999928
24 0.62154240 0.022351646573859647 64 0.022351646573859647 65 0.02239999999999992
25 0.15965522 0.003475389854814235 50 3.874143080092814e-05 65 0.023699999999999912
26 0.19833593 0.006242917558489615 63 0.005781996971950622 65 0.024999999999999904
27 0.06989317 0.004225627253169337 61 0.0023717002764058154 65 0.026299999999999896
28 0.01011211 0.00032307647833251297 54 0.00022189805108610065 65 0.02759999999999989
29 0.41109697 0.013696298731349917 62 0.0121335148528291 65 0.02889999999999988
30 0.34926533 0.012108769395966196 64 0.012108769395966196 65 0.030199999999999873
31 0.01565280 0.0004893670314169773 64 0.0004893670314169773 65 0.031499999999999875
32 0.12064577 0.0033031552779649136 62 0.0026920226513442586 65 0.03279999999999991
33 0.38862084 0.012632349497027467 63 0.01248426598400829 65 0.03409999999999995
34 0.07488763 0.0016896624486174969 49 0.00039283078930143426 65 0.03539999999999999
35 0.46236437 0.015816213647404122 64 0.015816213647404122 65 0.036700000000000024
36 0.54785830 0.01985795035310893 64 0.01985795035310893 65 0.03800000000000006
37 0.22198811 0.015339710754343146 60 0.007955608552073805 65 0.0393000000000001
38 0.14569009 0.0031233387325431414 56 0.0007092140894350352 65 0.040600000000000136
39 0.50944028 0.0104532898084393 49 0.00896866010306468 65 0.04190000000000017
40 3.36184436 0.0953866613181462 63 0.09237100442999757 65 0.04320000000000021
41 0.00232955 6.879907533151842e-05 54 5.837156287315102e-05 65 0.04450000000000025
42 0.03042658 0.003912584644080402 64 0.003912584644080402 65 0.045800000000000285
43 0.08169232 0.0022339033384586927 61 0.0020712868187646198 65 0.04710000000000032
44 0.23066634 0.00788950170685081 54 0.0003581227440911497 65 0.04840000000000036
45 0.06185516 0.0017462216258738983 47 0.0008679964206650233 65 0.0497000000000004
