directory,noise_probability,mean_fidelity,std_fidelity
../adapted_zhang_implementation/optimized_models/n16_25amp_25prob_oaps,0.0,0.9057058189866118,1.1102230246251565e-16
../adapted_zhang_implementation/optimized_models/n16_25amp_25prob_oaps,0.1111111111111111,0.9016933245373131,0.023659498944610967
../adapted_zhang_implementation/optimized_models/n16_25amp_25prob_oaps,0.2222222222222222,0.8692107499014088,0.040306297478265064
../adapted_zhang_implementation/optimized_models/n16_25amp_25prob_oaps,0.3333333333333333,0.8399054703110391,0.0497932320823648
../adapted_zhang_implementation/optimized_models/n16_25amp_25prob_oaps,0.4444444444444444,0.802809234405787,0.069122684463707
../adapted_zhang_implementation/optimized_models/n16_25amp_25prob_oaps,0.5555555555555556,0.765829017122898,0.09620905289246379
../adapted_zhang_implementation/optimized_models/n16_25amp_25prob_oaps,0.6666666666666666,0.7349088975375372,0.11438747816919703
../adapted_zhang_implementation/optimized_models/n16_25amp_25prob_oaps,0.7777777777777777,0.7284601639677034,0.1155636038991518
../adapted_zhang_implementation/optimized_models/n16_25amp_25prob_oaps,0.8888888888888888,0.6671157619963459,0.1193471908806906
../adapted_zhang_implementation/optimized_models/n16_25amp_25prob_oaps,1.0,0.6227943766966072,0.14769249698048878
../adapted_zhang_implementation/optimized_models/n16_25amp_25prob_zhang,0.0,0.9304616186286171,0.0
../adapted_zhang_implementation/optimized_models/n16_25amp_25prob_zhang,0.1111111111111111,0.8869356077154232,0.03207760671679896
../adapted_zhang_implementation/optimized_models/n16_25amp_25prob_zhang,0.2222222222222222,0.8367154402378815,0.05116714851417346
../adapted_zhang_implementation/optimized_models/n16_25amp_25prob_zhang,0.3333333333333333,0.799531918120864,0.06739812354597088
../adapted_zhang_implementation/optimized_models/n16_25amp_25prob_zhang,0.4444444444444444,0.7659772723642725,0.09263927059498422
../adapted_zhang_implementation/optimized_models/n16_25amp_25prob_zhang,0.5555555555555556,0.7044988521677946,0.11558527992977312
../adapted_zhang_implementation/optimized_models/n16_25amp_25prob_zhang,0.6666666666666666,0.6664778105255674,0.11791107702688024
../adapted_zhang_implementation/optimized_models/n16_25amp_25prob_zhang,0.7777777777777777,0.6396605436847154,0.11045245913892905
../adapted_zhang_implementation/optimized_models/n16_25amp_25prob_zhang,0.8888888888888888,0.5734269342363697,0.15103501889120952
../adapted_zhang_implementation/optimized_models/n16_25amp_25prob_zhang,1.0,0.5834822753965754,0.13476749126309084
../adapted_zhang_implementation/original_drl_results/n16_original_parameters,0.0,7.384607280891996e-13,1.0097419586828951e-28
../adapted_zhang_implementation/original_drl_results/n16_original_parameters,0.1111111111111111,3.7607844606116662e-06,4.2186895432449516e-06
../adapted_zhang_implementation/original_drl_results/n16_original_parameters,0.2222222222222222,6.29018921284264e-06,6.4071396310764e-06
../adapted_zhang_implementation/original_drl_results/n16_original_parameters,0.3333333333333333,7.922681229169044e-06,7.898207262961362e-06
../adapted_zhang_implementation/original_drl_results/n16_original_parameters,0.4444444444444444,1.1226963291015824e-05,1.038488457152667e-05
