directory,noise_amplitude,mean_fidelity,std_fidelity
../adapted_zhang_implementation/optimized_models/n16_25amp_25prob_oaps,0.0,0.9057058189866118,1.1102230246251565e-16
../adapted_zhang_implementation/optimized_models/n16_25amp_25prob_oaps,0.05555555555555555,0.9182839764176929,0.017644129299978193
../adapted_zhang_implementation/optimized_models/n16_25amp_25prob_oaps,0.1111111111111111,0.91075879912514,0.01873753809260813
../adapted_zhang_implementation/optimized_models/n16_25amp_25prob_oaps,0.16666666666666666,0.8980379225374413,0.025409936003828414
../adapted_zhang_implementation/optimized_models/n16_25amp_25prob_oaps,0.2222222222222222,0.873445330218543,0.038078919039532026
../adapted_zhang_implementation/optimized_models/n16_25amp_25prob_oaps,0.2777777777777778,0.8481783236152765,0.048915482463918185
../adapted_zhang_implementation/optimized_models/n16_25amp_25prob_oaps,0.3333333333333333,0.7978668973478282,0.07629430771548289
../adapted_zhang_implementation/optimized_models/n16_25amp_25prob_oaps,0.38888888888888884,0.7641537161634601,0.10227472147649644
../adapted_zhang_implementation/optimized_models/n16_25amp_25prob_oaps,0.4444444444444444,0.7118987576401813,0.1274751923147334
../adapted_zhang_implementation/optimized_models/n16_25amp_25prob_oaps,0.5,0.6579572689171777,0.17193049729936385
../adapted_zhang_implementation/optimized_models/n16_25amp_25prob_zhang,0.0,0.9304616186286171,0.0
../adapted_zhang_implementation/optimized_models/n16_25amp_25prob_zhang,0.05555555555555555,0.927715895217151,0.013330852829217775
../adapted_zhang_implementation/optimized_models/n16_25amp_25prob_zhang,0.1111111111111111,0.913069180325256,0.017452710523714512
../adapted_zhang_implementation/optimized_models/n16_25amp_25prob_zhang,0.16666666666666666,0.8905844447299104,0.02726247943974438
../adapted_zhang_implementation/optimized_models/n16_25amp_25prob_zhang,0.2222222222222222,0.855874949807622,0.036012362440584464
../adapted_zhang_implementation/optimized_models/n16_25amp_25prob_zhang,0.2777777777777778,0.7974917841326996,0.06877485613330524
../adapted_zhang_implementation/optimized_models/n16_25amp_25prob_zhang,0.3333333333333333,0.7563352175547762,0.0847374694859541
../adapted_zhang_implementation/optimized_models/n16_25amp_25prob_zhang,0.38888888888888884,0.6891902365526622,0.11606288074740222
../adapted_zhang_implementation/optimized_models/n16_25amp_25prob_zhang,0.4444444444444444,0.6215682427902197,0.1417413591497854
../adapted_zhang_implementation/optimized_models/n16_25amp_25prob_zhang,0.5,0.5753743829937426,0.1645033097304909
../adapted_zhang_implementation/original_drl_results/n16_original_parameters,0.0,7.384607280891996e-13,1.0097419586828951e-28
../adapted_zhang_implementation/original_drl_results/n16_original_parameters,0.05555555555555555,4.052171234685733e-07,4.516769740831581e-07
../adapted_zhang_implementation/original_drl_results/n16_original_parameters,0.1111111111111111,1.4035555892007152e-06,1.5219099292364373e-06
../adapted_zhang_implementation/original_drl_results/n16_original_parameters,0.16666666666666666,3.0042552363375587e-06,2.7919038831590166e-06
../adapted_zhang_implementation/original_drl_results/n16_original_parameters,0.2222222222222222,6.084522307488901e-06,5.783285874020138e-06
../adapted_zhang_implementation/original_drl_results/n16_original_parameters,0.2777777777777778,7.757120509095435e-06,6.779623292449287e-06
../adapted_zhang_implementation/original_drl_results/n16_original_parameters,0.3333333333333333,1.3682550668195903e-05,1.7785213393293653e-05
../adapted_zhang_implementation/original_drl_results/n16_original_parameters,0.38888888888888884,1.212146584868997e-05,1.4664631080200674e-05
../adapted_zhang_implementation/original_drl_results/n16_original_parameters,0.4444444444444444,1.4948837357620337e-05,1.7804521609717707e-05
../adapted_zhang_implementation/original_drl_results/n16_original_parameters,0.5,1.9955864901609375e-05,1.801792031793032e-05
../adapted_zhang_implementation/site_evolution/n16_original_parameters,0.0,0.0001115933121533489,2.710505431213761e-20
../adapted_zhang_implementation/site_evolution/n16_original_parameters,0.05555555555555555,0.33812027695721125,0.3562837989875095
../adapted_zhang_implementation/site_evolution/n16_original_parameters,0.1111111111111111,0.5510973994819895,0.2925446172898793
../adapted_zhang_implementation/site_evolution/n16_original_parameters,0.16666666666666666,0.5748055153333635,0.2708908571722813
../adapted_zhang_implementation/site_evolution/n16_original_parameters,0.2222222222222222,0.5480244157574484,0.25249521079810044
../adapted_zhang_implementation/site_evolution/n16_original_parameters,0.2777777777777778,0.45013453848830215,0.25336820588891534
../adapted_zhang_implementation/site_evolution/n16_original_parameters,0.3333333333333333,0.3842829053990578,0.26363396521156957
../adapted_zhang_implementation/site_evolution/n16_original_parameters,0.38888888888888884,0.38380715629006595,0.24062622776150608
../adapted_zhang_implementation/site_evolution/n16_original_parameters,0.4444444444444444,0.2910696457117353,0.21571533723657355
../adapted_zhang_implementation/site_evolution/n16_original_parameters,0.5,0.2930307924266115,0.20309690624448634
../adapted_zhang_implementation/optimized_models/n16_25amp_25prob_oaps_site_evolution,0.0,0.9565915577737383,4.440892098500626e-16
