episode Qvalue max_fidelity time_max_fidelity final_fidelity time_final_fidelity epsilon
0 0.00178382 0.00014488967442363764 49 0.00014488967442363764 50 0
1 0.01187369 0.0011013614693285154 49 0.0011013614693285154 50 0
2 0.05991317 0.0043360379859511905 49 0.0043360379859511905 50 0
3 0.62926960 0.030857430062539912 48 0.030127138754327435 50 0
4 0.11462653 0.014782977148789496 49 0.014782977148789496 50 0
5 0.15790456 0.005270975577262875 30 0.00146464530304159 50 0
6 0.00391646 0.00021272663343139826 44 0.00013009848025123075 50 0
7 0.01616736 0.0020290296145810205 49 0.0020290296145810205 50 0
8 0.27913621 0.009485527849420191 42 0.006668626445558592 50 0
9 0.20547644 0.013102066077059186 49 0.013102066077059186 50 0
10 0.01828827 0.0041404524561570585 49 0.0041404524561570585 50 0.0009000000000000002
11 0.11116535 0.0039815317490854985 41 0.002776015719156249 50 0.0019000000000000006
12 0.01524922 0.0009891633165767574 49 0.0009891633165767574 50 0.002899999999999999
13 0.00927766 0.0007484437009484207 48 0.0007228386459337567 50 0.0038999999999999972
14 0.00950686 0.0007739540826694619 47 0.00038278801642571914 50 0.0049
15 0.38655039 0.016481405156179043 47 0.010368088020606129 50 0.0059000000000000025
16 0.04231620 0.00826758199459238 49 0.00826758199459238 50 0.006900000000000005
17 0.05220011 0.00972169981336454 49 0.00972169981336454 50 0.007900000000000008
18 0.00459116 0.0002478735376402774 42 2.9391368304748496e-05 50 0.008900000000000002
19 0.07170668 0.002975938794664697 33 0.0005865768503089756 50 0.009899999999999996
20 0.00882524 0.000666359438481667 48 0.0006131388086818316 50 0.01089999999999999
21 0.00413729 0.000339485689564274 49 0.000339485689564274 50 0.011899999999999984
22 0.05387590 0.0037122804641672785 47 0.003612666173931995 50 0.012899999999999977
23 0.05063153 0.00538047252851915 49 0.00538047252851915 50 0.013899999999999971
24 0.02373670 0.004194455623028024 49 0.004194455623028024 50 0.014899999999999965
25 0.13446262 0.005484848007878639 47 0.004451196916885486 50 0.01589999999999996
26 0.07330510 0.004418278538173034 46 0.0026980288001262976 50 0.016899999999999953
27 0.02613305 0.0018263571377365108 49 0.0018263571377365108 50 0.017899999999999947
28 0.30851898 0.012733116388802566 48 0.012458752085647467 50 0.01889999999999994
29 0.00880776 0.0004571508608988155 38 0.00033097916370867966 50 0.019899999999999935
30 0.01310120 0.000952708085134605 49 0.000952708085134605 50 0.02089999999999993
31 0.00415431 0.0006353105140043481 49 0.0006353105140043481 50 0.021899999999999923
32 0.15876089 0.02196830294907281 49 0.02196830294907281 50 0.022899999999999917
33 0.01116168 0.00044501548336351956 44 0.00013399320521917998 50 0.02389999999999991
34 0.21472300 0.025646056091821287 49 0.025646056091821287 50 0.024899999999999905
35 0.04443578 0.0033291752922684848 41 0.0020607580448115895 50 0.0258999999999999
36 0.85742548 0.02477881956939544 45 0.021491122884935585 50 0.026899999999999893
37 0.02555924 0.006050076494568993 49 0.006050076494568993 50 0.027899999999999887
38 0.02583310 0.0016105453334352812 42 0.0011556634110092023 50 0.02889999999999988
39 0.08563319 0.006641896374885366 49 0.006641896374885366 50 0.029899999999999875
40 0.19097557 0.01767800431275379 49 0.01767800431275379 50 0.03089999999999987
41 0.94845350 0.1150731325703798 48 0.11375148955677761 50 0.03189999999999989
42 0.02323729 0.0006596856366843011 45 0.0005747222221460906 50 0.032899999999999915
43 0.01096012 0.0010653994254576603 49 0.0010653994254576603 50 0.033899999999999944
44 0.00837833 0.0012116691168760434 48 0.0005815531318627172 50 0.03489999999999997
45 0.02322707 0.0013954370680388673 48 0.0011230679932135944 50 0.0359
46 0.05449000 0.0039432230123354955 47 0.0034319798552669054 50 0.03690000000000003
47 0.00936797 0.0005958051823288284 42 1.8422946042205145e-06 50 0.03790000000000006
48 0.03021417 0.004592869124019296 49 0.004592869124019296 50 0.03890000000000009
49 0.02132508 0.001553832114084435 49 0.001553832114084435 50 0.039900000000000116
50 0.07644914 0.002931491404867992 46 0.001778325596894355 50 0.040900000000000145
51 0.00601068 0.00020340136730844315 42 0.00019612061804074674 50 0.04190000000000017
52 0.42687597 0.01497323172454797 49 0.01497323172454797 50 0.0429000000000002
53 0.01168639 0.0008449049555196784 42 0.00014002629500518664 50 0.04390000000000023
54 0.06293473 0.0018630896497477724 44 0.001552991144625198 50 0.04490000000000026
55 0.20909289 0.016649971859213217 47 0.012139365333967877 50 0.04590000000000029
56 1.22187424 0.17450822415325842 49 0.17450822415325842 50 0.046900000000000316
57 1.71479557 0.1149998231164406 45 0.08611083024412104 50 0.047900000000000345
58 0.22664598 0.0074383179737339475 39 0.003871311901148201 50 0.048900000000000374
59 0.00239923 0.00028674505412856316 49 0.00028674505412856316 50 0.0499000000000004
60 0.10107110 0.00609382440319614 49 0.00609382440319614 50 0.05090000000000043
61 0.00312567 0.0006794074727612718 49 0.0006794074727612718 50 0.05190000000000046
62 0.02297903 0.0007789271142576575 43 0.00016861300087567542 50 0.05290000000000049
63 0.21860168 0.010973566848630814 49 0.010973566848630814 50 0.05390000000000052
64 0.09908688 0.006308377253385209 49 0.006308377253385209 50 0.054900000000000546
65 0.41629550 0.03450085756546822 49 0.03450085756546822 50 0.055900000000000574
66 0.36258466 0.039869595969660825 49 0.039869595969660825 50 0.0569000000000006
67 0.00854704 0.0014047930000709243 49 0.0014047930000709243 50 0.05790000000000063
68 0.00524828 0.0001632133049432629 36 0.0001588941356560066 50 0.05890000000000066
69 0.03779063 0.0047771710519989505 48 0.004768342494288094 50 0.05990000000000069
70 0.01949357 0.0010713005362721958 42 0.0007500165035036431 50 0.06090000000000072
71 0.01689016 0.0019375409513503544 49 0.0019375409513503544 50 0.061900000000000746
72 0.03702341 0.0019310773994846103 47 0.0015314729888342654 50 0.06290000000000077
73 0.01470521 0.000757781112554406 47 0.0006573242887464702 50 0.0639000000000008
74 0.01724749 0.0007595270514170362 41 8.678940030508075e-05 50 0.06490000000000083
75 0.00476405 0.0007195129393057782 47 0.0001134808527257967 50 0.06590000000000086
76 0.00822719 0.0002997244715568725 32 7.081116796102098e-05 50 0.06690000000000089
77 0.16261366 0.013815885747342277 46 0.010286449750628146 50 0.06790000000000092
78 0.02745764 0.005814004502251404 49 0.005814004502251404 50 0.06890000000000095
79 0.29711028 0.03168484960807208 49 0.03168484960807208 50 0.06990000000000098
80 0.12243150 0.004419193220847784 48 0.0039018272865942393 50 0.070900000000001
81 0.24355033 0.01343573041544002 49 0.01343573041544002 50 0.07190000000000103
82 0.00626105 0.0002520606502481538 36 2.3058127478140794e-05 50 0.07290000000000106
83 0.01428030 0.0007455800976536174 49 0.0007455800976536174 50 0.07390000000000109
84 0.02865755 0.004336704270174937 49 0.004336704270174937 50 0.07490000000000112
85 0.01077028 0.0011847682766319037 49 0.0011847682766319037 50 0.07590000000000115
86 0.16378629 0.011661331684395815 37 0.0020435375967636114 50 0.07690000000000118
87 0.00242775 0.00013259848127294486 42 1.9426199750102536e-05 50 0.0779000000000012
88 0.10983883 0.009263249951281404 46 0.009070199655798559 50 0.07890000000000123
89 0.02239924 0.0015312665567977553 49 0.0015312665567977553 50 0.07990000000000126
90 0.02402153 0.005595326538226715 49 0.005595326538226715 50 0.08090000000000129
91 0.10133585 0.014841178191696596 49 0.014841178191696596 50 0.08190000000000132
92 0.11237669 0.0031802474590953323 41 0.000569000065802802 50 0.08290000000000135
93 0.02491548 0.002330508285531218 46 0.0010246767361186504 50 0.08390000000000138
94 0.32610770 0.009208421343901773 47 0.009093079869151817 50 0.0849000000000014
95 0.72603218 0.05329403790448967 49 0.05329403790448967 50 0.08590000000000143
96 0.09570018 0.010416421959153554 49 0.010416421959153554 50 0.08690000000000146
97 0.03916883 0.004137703812491439 49 0.004137703812491439 50 0.08790000000000149
98 0.18890932 0.008897968654969432 44 0.007064345849902267 50 0.08890000000000152
99 0.00237403 6.1007079421511414e-05 32 3.386765793386755e-05 50 0.08990000000000155
100 0.06561215 0.0020388421046134055 38 0.0011863133328803808 50 0.09090000000000158
101 0.08106429 0.024256750347141406 49 0.024256750347141406 50 0.0919000000000016
102 0.00769920 0.0004229179509224904 44 0.000297159735141483 50 0.09290000000000163
103 0.11815322 0.006870352611733965 46 0.006641809799103049 50 0.09390000000000166
104 0.12998326 0.007045404457372458 47 0.0067947128720465206 50 0.09490000000000169
105 0.02376811 0.0005385044251863189 39 0.00047156882905820784 50 0.09590000000000172
106 0.03819358 0.0024638639936799865 44 0.0009049197604522884 50 0.09690000000000175
107 0.00765633 0.0005747514635344528 48 0.0005653195223830113 50 0.09790000000000178
108 0.05125638 0.0014076576851953895 35 0.0011001465754564021 50 0.0989000000000018
109 0.44880825 0.04620923464565301 48 0.037733952326842526 50 0.09990000000000183
110 0.00228762 0.00018160209276328832 49 0.00018160209276328832 50 0.10090000000000186
111 0.24565942 0.04520962229633098 49 0.04520962229633098 50 0.10190000000000189
112 0.09845010 0.0030911761020269136 42 0.0022916267349491507 50 0.10290000000000192
113 0.02392974 0.001459234617595562 49 0.001459234617595562 50 0.10390000000000195
114 0.02616418 0.006329108700282804 49 0.006329108700282804 50 0.10490000000000198
115 0.01681158 0.0008968591715081825 35 3.6366529900020134e-05 50 0.105900000000002
116 0.07876899 0.007381868222254176 46 0.0036954733172374155 50 0.10690000000000204
117 0.03252208 0.0020528973630054366 48 0.0016595657559438132 50 0.10790000000000206
118 0.02008509 0.0013596968969477347 40 0.0001679224199503276 50 0.10890000000000209
119 0.02274737 0.002304703549822243 49 0.002304703549822243 50 0.10990000000000212
120 0.79602013 0.02726725043002278 41 0.007825752595551636 50 0.11090000000000215
121 0.02688965 0.0006926088733621044 33 0.00013553926408945682 50 0.11190000000000218
122 0.03853724 0.004986841259074258 49 0.004986841259074258 50 0.1129000000000022
123 0.05473229 0.0038004308756673746 49 0.0038004308756673746 50 0.11390000000000224
124 0.22441808 0.014437959454356185 46 0.013982012385604878 50 0.11490000000000226
125 0.07725570 0.009900371272334679 49 0.009900371272334679 50 0.11590000000000229
126 0.04054862 0.001057164258341817 39 0.0007751698935732995 50 0.11690000000000232
127 0.01957919 0.0021152002603404725 49 0.0021152002603404725 50 0.11790000000000235
128 0.00883221 0.00064198645747023 47 0.00024138801378842742 50 0.11890000000000238
129 0.06492152 0.011335411112218786 49 0.011335411112218786 50 0.11990000000000241
130 0.15602889 0.007140981685883402 35 0.0014922251594958146 50 0.12090000000000244
131 0.03541453 0.01044566916126731 49 0.01044566916126731 50 0.12190000000000246
132 0.00877162 0.0015053292736986142 49 0.0015053292736986142 50 0.1229000000000025
133 0.25425758 0.006944758760839244 35 0.0023183094591265486 50 0.12390000000000252
134 0.06389454 0.004863920346178991 47 0.0016401545699163912 50 0.12490000000000255
135 0.02540813 0.002367698250256439 48 0.002353448836549454 50 0.12590000000000245
136 0.14092172 0.02024469501799094 49 0.02024469501799094 50 0.12690000000000234
137 0.02996062 0.0026788392644698958 49 0.0026788392644698958 50 0.12790000000000223
138 0.47379825 0.02019828386530635 43 0.017722701963903666 50 0.12890000000000212
139 0.07690390 0.0035222723138673188 49 0.0035222723138673188 50 0.129900000000002
140 0.01466905 0.0019370510267228364 48 0.0015923545620118637 50 0.1309000000000019
141 0.06184909 0.003734774672515472 49 0.003734774672515472 50 0.1319000000000018
142 0.02463556 0.0035997267790049362 49 0.0035997267790049362 50 0.13290000000000168
143 0.51997261 0.037084657136851946 47 0.02643127875720531 50 0.13390000000000157
144 0.00408454 0.00023612601186842217 49 0.00023612601186842217 50 0.13490000000000146
145 0.04618605 0.0036991009950988678 49 0.0036991009950988678 50 0.13590000000000135
146 0.85014216 0.03780021108273921 49 0.03780021108273921 50 0.13690000000000124
147 0.00207940 0.0003469051205670842 49 0.0003469051205670842 50 0.13790000000000113
